scenario,particle,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,leakage_rate_per_s,leakage_std_per_s,source_strength_per_s,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,fraction_of_particle_leakage
full_geometry,photon,1000.0,1104.0786199020736,1050.7514548655518,104.07861990207357,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1104.0786199020736,1218.9895989248662,1160.1122161480537,114.91097902279262,0.042999999999999705,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1218.9895989248662,1345.8603540559484,1280.8550945362786,126.8707551310822,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1345.8603540559484,1485.9356422870076,1414.1647250701544,140.07528823105918,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1485.9356422870076,1640.5897731995387,1561.3490379696502,154.65413091253117,0.042999999999999705,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1640.5897731995387,1811.3400926196025,1723.8520910269608,170.75031942006376,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1811.3400926196025,1999.8618696327449,1903.2682375763507,188.52177701314235,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,1999.8618696327449,2208.004733018899,2101.3577690467478,208.1428633861542,0.042999999999999705,0.5217180922629091,0.368910400906812,7825771.383943637,12.13297888983518,8.579311648995686,1.0757801019409222e-06
full_geometry,photon,2208.004733018899,2437.8108183687523,2320.064185569632,229.80608534985322,0.04300000000000015,0.26085904613145455,0.2608590461314546,7825771.383943637,6.066489444917527,6.066489444917528,5.378900509704611e-07
full_geometry,photon,2437.8108183687523,2691.534803926914,2561.5332640879465,253.72398555816153,0.042999999999999705,0.26085904613145455,0.2608590461314546,7825771.383943637,6.06648944491759,6.066489444917591,5.378900509704611e-07
full_geometry,photon,2691.534803926914,2971.666031738025,2828.1341110474723,280.13122781111133,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,2971.666031738025,3280.9529311311903,3122.4824062232706,309.2868993931652,0.04300000000000015,0.0,0.0,7825771.383943637,0.0,0.0,0.0
full_geometry,photon,3280.9529311311903,3622.4299841669877,3447.4660657314944,341.4770530357973,0.04300000000000015,0.5217180922629091,0.368910400906812,7825771.383943637,12.132978889835053,8.579311648995597,1.0757801019409222e-06
