scenario,particle,side,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,leakage_rate_per_s,leakage_std_per_s,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,relative_uncertainty_percent
full_geometry,neutron,z_max,0.001,0.0022046179206361,0.0014847955821041833,0.0012046179206361002,0.34333333333331656,0.0,0.0,0.0,0.0,
full_geometry,neutron,z_max,0.0022046179206361,0.0048603401759902,0.003273406948788313,0.0026557222553541,0.3433333333333486,0.0,0.0,0.0,0.0,
full_geometry,neutron,z_max,0.0048603401759902,0.010715193052376,0.007216611620833848,0.0058548528763858005,0.34333333333333227,0.8,0.5656854249492381,2.330097087378648,1.6476274513084657,70.71067811865476
full_geometry,neutron,z_max,0.010715193052376,0.0236229066263446,0.015909871305561672,0.0129077135739686,0.3433333333333356,6.4,1.688838036356204,18.640776699029004,4.9189457369597855,26.388094318065686
full_geometry,neutron,z_max,0.0236229066263446,0.0520794832859546,0.03507518739525678,0.028456576659610003,0.34333333333333343,31.20000000000001,3.9635800175073985,90.87378640776699,11.54440781798271,12.703782107395504
full_geometry,neutron,z_max,0.0520794832859546,0.1148153621496884,0.07732738670125561,0.0627358788637338,0.34333333333333416,117.60000000000016,7.423653780417358,342.52427184465984,21.62229256432235,6.31263076566101
full_geometry,neutron,z_max,0.1148153621496884,0.2531240049595366,0.17047734247755247,0.13830864280984817,0.34333333333333327,288.00000000000057,11.197371884676583,838.8349514563125,32.613704518475494,3.887976348846028
full_geometry,neutron,z_max,0.2531240049595366,0.5580417174769969,0.3758374042884445,0.30491771251746036,0.3433333333333333,674.0,17.43014725826538,1963.106796116505,50.7674191988312,2.5860752608702344
full_geometry,neutron,z_max,0.5580417174769969,1.2302687708123825,0.8285778767396917,0.6722270533353856,0.3433333333333333,1365.999999999997,25.087501718483683,3978.6407766990205,73.07039335480684,1.8365667436664521
full_geometry,neutron,z_max,1.2302687708123825,2.712272579332029,1.8266976357030043,1.4820038085196465,0.34333333333333316,2212.399999999998,31.224782199582616,6443.883495145628,90.9459675715999,1.411353380924907
full_geometry,neutron,z_max,2.712272579332029,5.979524734045527,4.027170343254594,3.267252154713498,0.34333333333333377,2919.9999999999986,36.01613908024412,8504.854368932025,104.90137596187596,1.233429420556306
full_geometry,neutron,z_max,5.979524734045527,13.1825673855641,8.878371908193666,7.203042651518573,0.3433333333333337,3665.5999999999985,39.690616230066354,10676.504854368915,115.60373659242615,1.0827863441200996
full_geometry,neutron,z_max,13.1825673855641,29.06252429820869,19.57341781487664,15.87995691264459,0.3433333333333329,3953.6000000000017,42.44823406516243,11515.339805825262,123.6356331995024,1.0736603112394378
full_geometry,neutron,z_max,29.06252429820869,64.07176188675551,43.151907682776596,35.009237588546824,0.3433333333333337,4214.800000000002,44.10512828614266,12276.11650485436,128.46153869750276,1.0464346656102932
full_geometry,neutron,z_max,64.07176188675551,141.25375446227554,95.13346898708754,77.18199257552003,0.3433333333333327,4359.6,42.640568244345076,12697.864077669927,124.1958298378985,0.9780844170186502
full_geometry,neutron,z_max,141.25375446227554,311.41055844467644,209.7329505812199,170.1568039824009,0.3433333333333337,4722.399999827603,45.83852420619423,13754.563106293974,133.51026467823547,0.9706616171410221
full_geometry,neutron,z_max,311.41055844467644,686.5412978224565,462.3810213992613,375.13073937778006,0.34333333333333377,5203.600000000001,47.55378437124361,15156.116504854353,138.50616807158315,0.9138631787847566
full_geometry,neutron,z_max,686.5412978224565,1513.5612484362102,1019.3734859388748,827.0199506137537,0.3433333333333328,6732.000000000004,54.94981839647862,19607.7669902913,160.04801474702535,0.8162480451051485
full_geometry,neutron,z_max,1513.5612484362102,3336.8242522829496,2247.3290549222215,1823.2630038467394,0.34333333333333377,9970.0,66.3977716513707,29038.834951456272,193.39156791661347,0.6659756434440391
full_geometry,neutron,z_max,3336.8242522829496,7356.422544596421,4954.501908047911,4019.5982923134716,0.3433333333333328,9508.800000000001,63.66469858684562,27695.533980582568,185.43116093256032,0.6695345215678699
