timestamp,raw,dec_val,tail,dt_s
2026-08-06 13:47:34.448,J30J40,0,40,1.000
2026-08-06 13:47:35.449,J30J40,0,40,1.001
2026-08-06 13:47:36.449,J30J40,0,40,1.000
2026-08-06 13:47:37.450,J31J40,1,40,1.001
2026-08-06 13:47:38.450,J30J40,0,40,1.000
2026-08-06 13:47:39.450,J30J40,0,40,0.999
2026-08-06 13:47:40.450,J30J40,0,40,1.000
2026-08-06 13:47:41.450,J30J40,0,40,1.000
2026-08-06 13:47:42.450,J31J40,1,40,1.000
2026-08-06 13:47:43.450,J32J40,2,40,1.000
2026-08-06 13:47:44.452,J30J40,0,40,1.002
2026-08-06 13:47:45.451,J31J40,1,40,0.999
2026-08-06 13:47:46.451,J31J40,1,40,1.000
2026-08-06 13:47:47.452,J31J40,1,40,1.000
2026-08-06 13:47:48.452,J31J40,1,40,1.000
2026-08-06 13:47:49.452,J31J40,1,40,1.000
2026-08-06 13:47:50.453,J30J40,0,40,1.001
2026-08-06 13:47:51.453,J30J40,0,40,1.000
2026-08-06 13:47:52.453,J31J40,1,40,1.000
2026-08-06 13:47:53.453,J30J40,0,40,1.000
2026-08-06 13:47:54.454,J30J40,0,40,1.001
2026-08-06 13:47:55.454,J31J40,1,40,1.000
2026-08-06 13:47:56.454,J32J40,2,40,1.000
2026-08-06 13:47:57.454,J30J40,0,40,1.000
2026-08-06 13:47:58.455,J33J40,3,40,1.001
2026-08-06 13:47:59.455,J30J40,0,40,1.000
2026-08-06 13:48:00.456,J31J40,1,40,1.001
2026-08-06 13:48:01.456,J31J40,1,40,1.000
2026-08-06 13:48:02.457,J30J40,0,40,1.001
2026-08-06 13:48:03.458,J30J40,0,40,1.001
2026-08-06 13:48:04.457,J30J40,0,40,0.999
2026-08-06 13:48:05.458,J30J40,0,40,1.002
2026-08-06 13:48:06.457,J31J40,1,40,0.999
2026-08-06 13:48:07.458,J30J40,0,40,1.001
2026-08-06 13:48:08.459,J30J40,0,40,1.001
2026-08-06 13:48:09.459,J32J40,2,40,1.000
2026-08-06 13:48:10.460,J31J40,1,40,1.001
2026-08-06 13:48:11.459,J30J40,0,40,1.000
2026-08-06 13:48:12.460,J31J40,1,40,1.001
2026-08-06 13:48:13.461,J30J40,0,40,1.001
2026-08-06 13:48:14.461,J30J40,0,40,1.000
2026-08-06 13:48:15.461,J31J40,1,40,1.000
2026-08-06 13:48:16.462,J31J40,1,40,1.001
2026-08-06 13:48:17.462,J30J40,0,40,0.999
2026-08-06 13:48:18.462,J30J40,0,40,1.000
2026-08-06 13:48:19.462,J31J40,1,40,1.000
2026-08-06 13:48:20.462,J31J40,1,40,1.000
2026-08-06 13:48:21.463,J31J40,1,40,1.001
2026-08-06 13:48:22.463,J31J40,1,40,0.999
2026-08-06 13:48:23.463,J30J40,0,40,1.001
2026-08-06 13:48:24.463,J31J40,1,40,1.000
2026-08-06 13:48:25.464,J30J40,0,40,1.000
2026-08-06 13:48:26.464,J30J40,0,40,1.001
2026-08-06 13:48:27.465,J32J40,2,40,1.001
2026-08-06 13:48:28.465,J30J40,0,40,1.000
2026-08-06 13:48:29.465,J31J40,1,40,1.000
2026-08-06 13:48:30.465,J30J40,0,40,1.000
2026-08-06 13:48:31.465,J31J40,1,40,1.000
2026-08-06 13:48:32.466,J30J40,0,40,1.001
2026-08-06 13:48:33.466,J30J40,0,40,0.999
2026-08-06 13:48:34.466,J30J40,0,40,1.000
2026-08-06 13:48:35.467,J30J40,0,40,1.001
2026-08-06 13:48:36.467,J31J40,1,40,1.000
2026-08-06 13:48:37.467,J30J40,0,40,1.000
2026-08-06 13:48:38.468,J30J40,0,40,1.001
2026-08-06 13:48:39.468,J31J40,1,40,1.000
2026-08-06 13:48:40.469,J31J40,1,40,1.001
2026-08-06 13:48:41.468,J30J40,0,40,0.998
2026-08-06 13:48:42.468,J31J40,1,40,1.000
2026-08-06 13:48:43.469,J31J40,1,40,1.001
2026-08-06 13:48:44.469,J30J40,0,40,1.000
2026-08-06 13:48:45.469,J30J40,0,40,1.000
2026-08-06 13:48:46.469,J30J40,0,40,1.000
2026-08-06 13:48:47.469,J31J40,1,40,1.000
2026-08-06 13:48:48.469,J30J40,0,40,1.000
2026-08-06 13:48:49.471,J31J40,1,40,1.001
2026-08-06 13:48:50.470,J31J40,1,40,0.999
2026-08-06 13:48:51.473,J31J40,1,40,1.003
2026-08-06 13:48:52.471,J30J40,0,40,0.998
2026-08-06 13:48:53.471,J31J40,1,40,1.000
2026-08-06 13:48:54.471,J30J40,0,40,1.000
2026-08-06 13:48:55.471,J31J40,1,40,1.000
2026-08-06 13:48:56.472,J30J40,0,40,1.000
2026-08-06 13:48:57.472,J30J40,0,40,1.000
2026-08-06 13:48:58.472,J30J40,0,40,1.000
2026-08-06 13:48:59.473,J30J40,0,40,1.000
2026-08-06 13:49:00.473,J30J40,0,40,1.000
2026-08-06 13:49:01.473,J31J40,1,40,1.000
2026-08-06 13:49:02.474,J30J40,0,40,1.001
2026-08-06 13:49:03.474,J30J40,0,40,1.000
2026-08-06 13:49:04.474,J32J40,2,40,1.000
2026-08-06 13:49:05.475,J30J40,0,40,1.001
2026-08-06 13:49:06.474,J31J40,1,40,1.000
2026-08-06 13:49:07.475,J32J40,2,40,1.000
2026-08-06 13:49:08.475,J30J40,0,40,1.000
2026-08-06 13:49:09.475,J31J40,1,40,1.000
2026-08-06 13:49:10.475,J33J40,3,40,1.000
2026-08-06 13:49:11.476,J30J40,0,40,1.000
2026-08-06 13:49:12.476,J32J40,2,40,1.001
2026-08-06 13:49:13.476,J30J40,0,40,1.000
2026-08-06 13:49:14.477,J31J40,1,40,1.001
2026-08-06 13:49:15.477,J30J40,0,40,1.000
2026-08-06 13:49:16.477,J31J40,1,40,1.000
2026-08-06 13:49:17.477,J31J40,1,40,1.000
2026-08-06 13:49:18.478,J30J40,0,40,1.000
2026-08-06 13:49:19.479,J30J40,0,40,1.001
2026-08-06 13:49:20.478,J30J40,0,40,0.999
2026-08-06 13:49:21.478,J30J40,0,40,1.000
2026-08-06 13:49:22.479,J30J40,0,40,1.001
2026-08-06 13:49:23.479,J30J40,0,40,1.001
2026-08-06 13:49:24.479,J31J40,1,40,1.000
2026-08-06 13:49:25.480,J31J40,1,40,1.001
2026-08-06 13:49:26.480,J31J40,1,40,1.000
2026-08-06 13:49:27.480,J30J40,0,40,1.001
2026-08-06 13:49:28.480,J30J40,0,40,1.000
2026-08-06 13:49:29.481,J31J40,1,40,1.001
2026-08-06 13:49:30.481,J30J40,0,40,1.000
2026-08-06 13:49:31.481,J30J40,0,40,1.000
2026-08-06 13:49:32.481,J31J40,1,40,1.000
2026-08-06 13:49:33.481,J30J40,0,40,1.000
2026-08-06 13:49:34.483,J31J40,1,40,1.001
2026-08-06 13:49:35.482,J31J40,1,40,0.999
2026-08-06 13:49:36.482,J30J40,0,40,1.000
2026-08-06 13:49:37.483,J30J40,0,40,1.000
2026-08-06 13:49:38.484,J30J40,0,40,1.001
2026-08-06 13:49:39.483,J30J40,0,40,0.999
2026-08-06 13:49:40.484,J30J40,0,40,1.001
2026-08-06 13:49:41.484,J30J40,0,40,1.000
2026-08-06 13:49:42.484,J32J40,2,40,1.000
2026-08-06 13:49:43.485,J30J40,0,40,1.001
2026-08-06 13:49:44.486,J33J40,3,40,1.001
2026-08-06 13:49:45.485,J31J40,1,40,0.999
2026-08-06 13:49:46.485,J30J40,0,40,1.000
2026-08-06 13:49:47.486,J30J40,0,40,1.001
2026-08-06 13:49:48.486,J31J40,1,40,1.000
2026-08-06 13:49:49.486,J30J40,0,40,1.000
2026-08-06 13:49:50.486,J32J40,2,40,1.001
2026-08-06 13:49:51.486,J32J40,2,40,1.000
2026-08-06 13:49:52.487,J31J40,1,40,1.000
2026-08-06 13:49:53.487,J30J40,0,40,1.000
2026-08-06 13:49:54.487,J31J40,1,40,1.000
2026-08-06 13:49:55.487,J30J40,0,40,1.000
2026-08-06 13:49:56.488,J31J40,1,40,1.000
2026-08-06 13:49:57.488,J32J40,2,40,1.000
2026-08-06 13:49:58.488,J31J40,1,40,1.000
2026-08-06 13:49:59.489,J31J40,1,40,1.001
2026-08-06 13:50:00.489,J33J40,3,40,0.999
2026-08-06 13:50:01.490,J31J40,1,40,1.001
2026-08-06 13:50:02.489,J30J40,0,40,1.000
2026-08-06 13:50:03.490,J30J40,0,40,1.000
2026-08-06 13:50:04.490,J30J40,0,40,1.000
2026-08-06 13:50:05.491,J31J40,1,40,1.001
2026-08-06 13:50:06.491,J32J40,2,40,1.000
2026-08-06 13:50:07.492,J31J40,1,40,1.001
2026-08-06 13:50:08.492,J30J40,0,40,1.000
2026-08-06 13:50:09.492,J30J40,0,40,1.000
2026-08-06 13:50:10.493,J30J40,0,40,1.000
2026-08-06 13:50:11.493,J31J40,1,40,1.000
2026-08-06 13:50:12.493,J31J40,1,40,1.000
2026-08-06 13:50:13.494,J30J40,0,40,1.001
2026-08-06 13:50:14.494,J30J40,0,40,1.000
2026-08-06 13:50:15.494,J31J40,1,40,1.000
2026-08-06 13:50:16.494,J30J40,0,40,1.000
2026-08-06 13:50:17.494,J30J40,0,40,1.000
2026-08-06 13:50:18.495,J30J40,0,40,1.000
2026-08-06 13:50:19.495,J30J40,0,40,1.000
2026-08-06 13:50:20.496,J30J40,0,40,1.000
2026-08-06 13:50:21.495,J31J40,1,40,1.000
2026-08-06 13:50:22.496,J31J40,1,40,1.000
2026-08-06 13:50:23.497,J31J40,1,40,1.001
2026-08-06 13:50:24.496,J30J40,0,40,0.999
2026-08-06 13:50:25.497,J30J40,0,40,1.000
2026-08-06 13:50:26.497,J30J40,0,40,1.000
2026-08-06 13:50:27.497,J30J40,0,40,1.000
2026-08-06 13:50:28.498,J33J40,3,40,1.001
2026-08-06 13:50:29.498,J31J40,1,40,1.000
2026-08-06 13:50:30.498,J30J40,0,40,1.001
2026-08-06 13:50:31.498,J30J40,0,40,1.000
2026-08-06 13:50:32.499,J32J40,2,40,1.000
2026-08-06 13:50:33.499,J30J40,0,40,1.000
2026-08-06 13:50:34.499,J31J40,1,40,1.000
2026-08-06 13:50:35.500,J30J40,0,40,1.001
2026-08-06 13:50:36.500,J30J40,0,40,1.000
2026-08-06 13:50:37.500,J30J40,0,40,1.000
2026-08-06 13:50:38.500,J32J40,2,40,1.000
2026-08-06 13:50:39.502,J30J40,0,40,1.002
2026-08-06 13:50:40.502,J31J40,1,40,1.000
2026-08-06 13:50:41.501,J30J40,0,40,0.999
2026-08-06 13:50:42.501,J30J40,0,40,1.000
2026-08-06 13:50:43.502,J31J40,1,40,1.000
2026-08-06 13:50:44.502,J31J40,1,40,1.000
2026-08-06 13:50:45.502,J30J40,0,40,1.000
2026-08-06 13:50:46.503,J30J40,0,40,1.001
2026-08-06 13:50:47.502,J30J40,0,40,1.000
2026-08-06 13:50:48.503,J30J40,0,40,1.001
2026-08-06 13:50:49.503,J32J40,2,40,1.000
2026-08-06 13:50:50.503,J31J40,1,40,1.000
2026-08-06 13:50:51.504,J31J40,1,40,1.000
2026-08-06 13:50:52.504,J30J40,0,40,1.000
2026-08-06 13:50:53.505,J30J40,0,40,1.001
2026-08-06 13:50:54.505,J30J40,0,40,1.000
2026-08-06 13:50:55.506,J30J40,0,40,1.001
2026-08-06 13:50:56.505,J30J40,0,40,1.000
2026-08-06 13:50:57.506,J30J40,0,40,1.000
2026-08-06 13:50:58.506,J30J40,0,40,1.000
2026-08-06 13:50:59.506,J31J40,1,40,1.000
2026-08-06 13:51:00.507,J31J40,1,40,1.001
2026-08-06 13:51:01.507,J32J40,2,40,1.000
2026-08-06 13:51:02.508,J30J40,0,40,1.001
2026-08-06 13:51:03.507,J31J40,1,40,1.000
2026-08-06 13:51:04.508,J30J40,0,40,1.001
2026-08-06 13:51:05.508,J31J40,1,40,1.000
2026-08-06 13:51:06.508,J31J40,1,40,1.000
2026-08-06 13:51:07.508,J32J40,2,40,1.000
2026-08-06 13:51:08.509,J32J40,2,40,1.001
2026-08-06 13:51:09.509,J30J40,0,40,0.999
2026-08-06 13:51:10.509,J30J40,0,40,1.000
2026-08-06 13:51:11.509,J30J40,0,40,1.000
2026-08-06 13:51:12.510,J31J40,1,40,1.001
2026-08-06 13:51:13.510,J31J40,1,40,1.000
2026-08-06 13:51:14.510,J31J40,1,40,1.000
2026-08-06 13:51:15.510,J30J40,0,40,1.000
2026-08-06 13:51:16.511,J31J40,1,40,1.000
2026-08-06 13:51:17.511,J30J40,0,40,1.000
2026-08-06 13:51:18.511,J30J40,0,40,1.000
2026-08-06 13:51:19.512,J30J40,0,40,1.000
2026-08-06 13:51:20.512,J30J40,0,40,1.000
2026-08-06 13:51:21.512,J31J40,1,40,1.000
2026-08-06 13:51:22.512,J31J40,1,40,1.000
2026-08-06 13:51:23.513,J30J40,0,40,1.001
2026-08-06 13:51:24.513,J31J40,1,40,1.000
2026-08-06 13:51:25.514,J30J40,0,40,1.000
2026-08-06 13:51:26.513,J31J40,1,40,1.000
2026-08-06 13:51:27.514,J31J40,1,40,1.000
2026-08-06 13:51:28.514,J30J40,0,40,1.000
2026-08-06 13:51:29.515,J31J40,1,40,1.001
2026-08-06 13:51:30.514,J30J40,0,40,0.999
2026-08-06 13:51:31.515,J31J40,1,40,1.001
2026-08-06 13:51:32.515,J30J40,0,40,1.000
2026-08-06 13:51:33.515,J30J40,0,40,1.001
2026-08-06 13:51:34.515,J30J40,0,40,1.000
2026-08-06 13:51:35.516,J30J40,0,40,1.000
2026-08-06 13:51:36.516,J31J40,1,40,1.000
2026-08-06 13:51:37.516,J31J40,1,40,1.000
2026-08-06 13:51:38.517,J30J40,0,40,1.001
2026-08-06 13:51:39.517,J31J40,1,40,1.001
2026-08-06 13:51:40.517,J30J40,0,40,1.000
2026-08-06 13:51:41.518,J30J40,0,40,1.001
2026-08-06 13:51:42.519,J31J40,1,40,1.001
2026-08-06 13:51:43.520,J32J40,2,40,1.001
2026-08-06 13:51:44.519,J31J40,1,40,0.999
2026-08-06 13:51:45.519,J31J40,1,40,1.000
2026-08-06 13:51:46.519,J31J40,1,40,1.000
2026-08-06 13:51:47.519,J30J40,0,40,1.000
2026-08-06 13:51:48.520,J31J40,1,40,1.000
2026-08-06 13:51:49.520,J30J40,0,40,1.000
2026-08-06 13:51:50.520,J30J40,0,40,1.000
2026-08-06 13:51:51.520,J30J40,0,40,1.000
2026-08-06 13:51:52.521,J32J40,2,40,1.000
